Source,web_scraper_order,specialization,fees,avg_rate,waiting_time,clinic_location,rate_count,doctor_views,pages
1136 (1),1675637536-625,Ophthalmologist,300 EGP,5,Waiting Time : 15 Minutes,El-Sheikh Zayed : Zayed (Badr) mall,From 998 Visitors,"14,040 View(s)",...
1137 (1),1675637542-626,ENT Doctor,100 EGP,5,Waiting Time : 26 Minutes,El-Mansoura : new bus street,From 183 Visitors,"4,391 View(s)",...
1138 (1),1675637548-627,Cardiologist,250 EGP,5,Waiting Time : 37 Minutes,Mit Ghamr : el moahda street,From 71 Visitors,"3,702 View(s)",...
1139 (1),1675637552-628,General Surgeon,140 EGP,5,Waiting Time : 16 Minutes,El-Mansoura : thawra,From 29 Visitors,"8,677 View(s)",...
1140 (1),1675637556-629,Ophthalmologist,200 EGP,5,Waiting Time : 8 Minutes,El-Giza : Giza Square Al haram street,From 418 Visitors,"12,960 View(s)",...
1141 (1),1675637561-630,Neurosurgeon,500 EGP,5,Waiting Time : 39 Minutes,null,From 15 Visitors,"4,478 View(s)",...
1142 (1),1675637565-631,Physiotherapist,100 EGP,5,Waiting Time : 17 Minutes,Shibin Al Qanater : mostrad station,From 15 Visitors,670 View(s),...
1143 (1),1675637569-632,Cardiologist,300 EGP,5,Waiting Time : 25 Minutes,El-Manyal : el saraya,From 15 Visitors,"1,606 View(s)",...
1144 (1),1675637584-633,Cardiologist,400 EGP,5,Waiting Time : 11 Minutes,Heliopolis : ahmed fouad street,From 18 Visitors,758 View(s),
1145 (1),1675637590-634,Physiotherapist,300 EGP,5,Waiting Time : 9 Minutes,Hadayek El-Ahram : Gardinia Gate-First Gate-Health Happiness Center,From 18 Visitors,197 View(s),
1146 (1),1675637594-635,Dermatologist,200 EGP,5,Waiting Time : 17 Minutes,Ain Shams : Gesr Suez street  - alf maskan square,From 36 Visitors,"5,314 View(s)",
1147 (1),1675637598-636,Gynecologist,100 EGP,5,Waiting Time : 37 Minutes,Helwan : Mahmoud Khater Street cross Abdullah,From 73 Visitors,"3,401 View(s)",
1148 (1),1675637602-637,Vascular Surgeon,150 EGP,5,Waiting Time : 13 Minutes,Mahalla : elmashma square,From 37 Visitors,"2,968 View(s)",
1149 (1),1675637606-638,Cardiologist,500 EGP,5,Waiting Time : 24 Minutes,null,From 19 Visitors,"2,272 View(s)",
1150 (1),1675637610-639,Rheumatologist,300 EGP,5,Waiting Time : 27 Minutes,null,From 38 Visitors,"2,163 View(s)",
1151 (1),1675637613-640,Ophthalmologist,300 EGP,5,Waiting Time : 9 Minutes,Nasr City : Abo Dawoud El Zahry,From 232 Visitors,"2,643 View(s)",
1152 (1),1675637617-641,Dentist,100 EGP,5,Waiting Time : 12 Minutes,null,From 39 Visitors,"1,027 View(s)",
1153 (1),1675637621-642,Oncologist,400 EGP,5,Waiting Time : 1 Hour and 1 Minute,Tanta : El-Geish st.  with Al- Galaa st.- Al-Awkaf  tower,From 39 Visitors,"12,669 View(s)",
1154 (1),1675637837-643,Physiotherapist,65 EGP,5,Waiting Time : 15 Minutes,El-Mansoura : Gomhoria,From 16 Visitors,"1,680 View(s)",1051
1155 (1),1675637867-644,Neurologist,300 EGP,5,Waiting Time : 15 Minutes,El-Maadi : Ellaselki Street-New Maadi,From 24 Visitors,415 View(s),...
1156 (1),1675637874-645,Ophthalmologist,500 EGP,5,Waiting Time : 15 Minutes,Heliopolis : Gesr El Swis- El Anaan Tower,From 132 Visitors,"19,931 View(s)",...
1157 (1),1675637879-646,Gynecologist,200 EGP,5,Waiting Time : 27 Minutes,"Loran : Maher Bek st,",From 85 Visitors,"4,119 View(s)",...
1158 (1),1675637883-647,Gastroenterologist,450 EGP,5,Waiting Time : 14 Minutes,New Cairo : North teseen street,From 184 Visitors,"5,319 View(s)",...
1159 (1),1675637891-648,Surgical Oncologist,200 EGP,5,Waiting Time : 31 Minutes,Tanta : algalaa,From 37 Visitors,"5,707 View(s)",...
1160 (1),1675637900-649,Gynecologist,200 EGP,5,Waiting Time : 12 Minutes,Heliopolis : El khalefa Elmamoan St,From 25 Visitors,731 View(s),...
1161 (1),1675637904-650,Gynecologist,100 EGP,5,Waiting Time : 23 Minutes,Mahalla : Elshoun 23 Yolio street,From 25 Visitors,"1,799 View(s)",...
1162 (1),1675637921-651,General Surgeon,300 EGP,5,Waiting Time : 12 Minutes,El-Maadi : El horreya square Street,From 50 Visitors,"2,544 View(s)",...
1163 (1),1675637926-652,Ophthalmologist,150 EGP,5,Waiting Time : 16 Minutes,Mahalla : alshoun square al asar steet,From 100 Visitors,"3,665 View(s)",...
1164 (1),1675637931-653,Dentist,200 EGP,5,Waiting Time : 13 Minutes,Nasr City : Abbas Elakad Street,From 238 Visitors,"2,233 View(s)",...
1165 (1),1675637939-654,Ophthalmologist,200 EGP,5,Waiting Time : 32 Minutes,Hadayek El-Kobba : Masr we El Sudan,From 303 Visitors,"9,643 View(s)",44
1166 (1),1675637948-655,Gynecologist,500 EGP,5,Waiting Time : 59 Minutes,Heliopolis : Ahmad El-Tahawi,From 38 Visitors,"13,000 View(s)",44
1167 (1),1675637955-656,Ophthalmologist,200 EGP,5,Waiting Time : 9 Minutes,Mahalla : waboor alnor,From 318 Visitors,"4,125 View(s)",44
1168 (1),1675637958-657,Internist,120 EGP,5,Waiting Time : 11 Minutes,Mahalla : Talaat Harb Square,From 166 Visitors,"8,759 View(s)",44
1169 (1),1675637961-658,Gastroenterologist,300 EGP,5,Waiting Time : 22 Minutes,null,From 13 Visitors,"2,322 View(s)",44
1170 (1),1675637965-659,Pediatrician,200 EGP,5,Waiting Time : 13 Minutes,null,From 13 Visitors,775 View(s),44
1171 (1),1675637968-660,Urologist,300 EGP,5,Waiting Time : 20 Minutes,null,From 13 Visitors,481 View(s),44
1172 (1),1675637971-661,Pediatric Surgeon,200 EGP,5,Waiting Time : 7 Minutes,El-Obour City : First District - Hijaz Center,From 13 Visitors,982 View(s),44
1173 (1),1675637976-662,Dentist,100 EGP,5,Waiting Time : 10 Minutes,Hadayek El-Ahram : Elgiesh Street-Gate 4 Besides Reayah Pharmacy,From 26 Visitors,492 View(s),44
1174 (1),1675637983-663,Ophthalmologist,300 EGP,5,Waiting Time : 7 Minutes,West El-Balad : alfy,From 302 Visitors,"12,783 View(s)",44
1175 (1),1675638008-664,Surgical Oncologist,300 EGP,5,Waiting Time : 2 Hours and 54 Minutes,El-Ismailia city : Shbeen St.,From 42 Visitors,"5,773 View(s)",
1176 (1),1675638020-665,Ophthalmologist,200 EGP,5,Waiting Time : 15 Minutes,El-Mansoura : Suiz Canal Street-ElSabeaa Tower,From 70 Visitors,"2,712 View(s)",
1177 (1),1675638026-666,Ophthalmologist,300 EGP,5,Waiting Time : 15 Minutes,El-Sheikh Zayed : Zayed (Badr) mall,From 998 Visitors,"14,040 View(s)",
1178 (1),1675638031-667,ENT Doctor,100 EGP,5,Waiting Time : 26 Minutes,El-Mansoura : new bus street,From 183 Visitors,"4,391 View(s)",
1179 (1),1675638036-668,Cardiologist,250 EGP,5,Waiting Time : 37 Minutes,Mit Ghamr : el moahda street,From 71 Visitors,"3,703 View(s)",
1180 (1),1675638043-669,General Surgeon,140 EGP,5,Waiting Time : 16 Minutes,El-Mansoura : thawra,From 29 Visitors,"8,677 View(s)",
1181 (1),1675638048-670,Ophthalmologist,200 EGP,5,Waiting Time : 8 Minutes,El-Giza : Giza Square Al haram street,From 418 Visitors,"12,961 View(s)",
1182 (1),1675638058-671,Neurosurgeon,500 EGP,5,Waiting Time : 39 Minutes,null,From 15 Visitors,"4,478 View(s)",
1183 (1),1675638061-672,Physiotherapist,100 EGP,5,Waiting Time : 17 Minutes,Shibin Al Qanater : mostrad station,From 15 Visitors,670 View(s),
1184 (1),1675638064-673,Cardiologist,300 EGP,5,Waiting Time : 25 Minutes,El-Manyal : el saraya,From 15 Visitors,"1,606 View(s)",
1185 (1),1676127999-1,Physiotherapist,65 EGP,5,Waiting Time : 15 Minutes,El-Mansoura,From 16 Visitors,"1,684 View(s)",1048
1186 (1),1676128005-2,Dermatologist,200 EGP,4.5,Waiting Time : 35 Minutes,El-Ibrahimia,From 68 Visitors,"8,165 View(s)",1048
1187 (1),1676128010-3,Orthopedist,250 EGP,4.5,Waiting Time : 31 Minutes,6th of October,From 29 Visitors,"1,724 View(s)",1048
1188 (1),1676128016-4,Gynecologist,150 EGP,,null,El-Haram,null,"1,135 View(s)",1048
1189 (1),1676128025-5,Dermatologist,200 EGP,5,Waiting Time : 20 Minutes,Nasr City,From 90 Visitors,"4,031 View(s)",1048
1190 (1),1676128035-6,Pulmonologist,500 EGP,4.5,Waiting Time : 5 Hours and 6 Minutes,El-Ibrahimia : Omar Lotfy st lteram,From 361 Visitors,"44,950 View(s)",...
1191 (1),1676128041-7,Gynecologist,200 EGP,4.5,Waiting Time : 26 Minutes,El-Haram : Khofo street - El kom El Akhdar - Haram,From 180 Visitors,"13,926 View(s)",...
1192 (1),1676128045-8,Urologist,300 EGP,4.5,Waiting Time : 55 Minutes,Heliopolis : el sawra,From 2029 Visitors,"176,078 View(s)",...
1193 (1),1676128049-9,Pediatrician,120 EGP,5,Waiting Time : 1 Hour and 12 Minutes,Victoria : El Galaa St.,From 302 Visitors,"32,944 View(s)",...
1194 (1),1676128053-10,Psychiatrist,450 EGP,4,Waiting Time : 41 Minutes,Heliopolis : Mostafa Refaat,From 50 Visitors,"22,619 View(s)",...
1195 (1),1676128062-11,Vascular Surgeon,400 EGP,4.5,Waiting Time : 11 Minutes,El-Manyal : El Manyal,From 69 Visitors,"9,993 View(s)",...
1196 (1),1676128066-12,Orthopedist,250 EGP,4.5,Waiting Time : 17 Minutes,Victoria : El Galaa St.,From 228 Visitors,"19,478 View(s)",...
1197 (1),1676128070-13,Vascular Surgeon,160 EGP,4.5,Waiting Time : 51 Minutes,Tanta : El Gaish st,From 154 Visitors,"16,235 View(s)",...
1198 (1),1676128074-14,General Surgeon,400 EGP,4.5,Waiting Time : 9 Minutes,New Cairo : Corner mall In front of El Rehab,From 93 Visitors,"8,077 View(s)",...
1199 (1),1676128079-15,Dermatologist,300 EGP,4.5,Waiting Time : 34 Minutes,El-Maadi :  El Horya Square,From 647 Visitors,"45,090 View(s)",...
1200 (1),1676128094-16,Pulmonologist,250 EGP,4.5,Waiting Time : 29 Minutes,El-Matareya : Beet El Ezz 2 building - Matareya square - Building A - Third floor,From 296 Visitors,"25,292 View(s)",
1201 (1),1676128098-17,Internist,300 EGP,4.5,Waiting Time : 23 Minutes,"6th of October : Safa Clinics, Magda Square, Beside Resala, 6th October",From 891 Visitors,"47,738 View(s)",
1202 (1),1676128101-18,Phoniatrician,200 EGP,4,Waiting Time : 33 Minutes,Tanta : Elnahas cross kafr essam,From 135 Visitors,"13,510 View(s)",
1203 (1),1676128104-19,Orthopedist,300 EGP,4.5,Waiting Time : 22 Minutes,"Nasr City : 11 rabea buldings , behind tom & Bassal , 2nd floor",From 1266 Visitors,"33,118 View(s)",
1204 (1),1676128110-20,Gynecologist,200 EGP,4.5,Waiting Time : 42 Minutes,Miamy : Gamal AbdelNasser st,From 667 Visitors,"31,989 View(s)",
1205 (1),1676128113-21,Urologist,600 EGP,4,Waiting Time : 26 Minutes,El-Mohandessin :  shehab street,From 51 Visitors,"10,303 View(s)",
1206 (1),1676128119-22,Hepatologist,360 EGP,4,Waiting Time : 1 Hour and 5 Minutes,El-Dokki : altahrir,From 188 Visitors,"30,124 View(s)",
1207 (1),1676128125-23,Gynecologist,210 EGP,4.5,Waiting Time : 13 Minutes,El-Mansoura : abbasi street,From 100 Visitors,"9,409 View(s)",
1208 (1),1676128129-24,Internist,250 EGP,4,Waiting Time : 31 Minutes,Faisal,From 103 Visitors,"7,555 View(s)",
1209 (1),1676128132-25,Ophthalmologist,200 EGP,5,Waiting Time : 17 Minutes,Faisal : 27elshahid Ahmad Hamdy,From 122 Visitors,"7,215 View(s)",
